id,site_id,name,created_at,updated_at,deleted_at
6e135935-cc70-4b2b-816b-a075ed11ccf9,851383be-e14a-42df-977d-8e420ec723ec,カテゴリ,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
90bfb056-3c4a-4778-85bb-3f23d406bf3d,851383be-e14a-42df-977d-8e420ec723ec,トピック,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
20cb68d9-aa5c-45da-9237-cb7489741a76,851383be-e14a-42df-977d-8e420ec723ec,シリーズ,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
06de3e63-c3a2-4441-8242-bdf2e2245a2d,851383be-e14a-42df-977d-8e420ec723ec,筆者,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
6f77bd5d-3c20-49a9-8529-95c5eb06cfcf,851383be-e14a-42df-977d-8e420ec723ec,都道府県,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
f234b65f-7f3b-4be0-ae2f-6589c97986ce,851383be-e14a-42df-977d-8e420ec723ec,作物,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
