id,field_id,label,created_at,updated_at
d2d7b6e8-eed5-49bb-aab0-ce0f6108b0b9,2cb503cf-d556-4726-a80b-ad3c86f9e53b,表示しない（チェックすると非表示になります）,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
ea39a30f-967c-40be-87fa-6f6ba29f0706,4449dc82-fc11-4c13-bad0-0bdd76bd5153,表示しない（チェックすると非表示になります）,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
cf7fc74c-4431-4e03-aa51-450a49987c27,164638fb-8393-4721-9e08-559a6b8aeec8,表示しない（チェックすると非表示になります）,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
